"station","date","max"
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-07-23,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-07-24,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-07-25,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-07-26,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-07-27,92
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-07-28,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-07-29,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-07-30,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-07-31,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-01,81
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-02,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-03,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-04,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-05,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-06,92
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-07,95
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-08,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-09,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-10,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-11,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-12,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-13,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-14,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-15,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-16,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-17,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-18,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-19,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-20,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-21,92
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-22,93
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-23,93
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-24,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-25,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-26,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-27,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-28,91
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-29,92
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-30,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-08-31,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-01,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-02,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-03,92
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-04,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-05,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-06,91
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-07,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-08,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-09,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-10,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-11,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-12,92
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-13,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-14,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-15,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-16,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-17,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-18,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-19,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-20,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-21,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-22,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-23,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-24,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-25,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-26,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-27,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-28,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-29,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-09-30,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-01,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-02,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-03,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-04,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-05,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-06,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-07,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-08,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-09,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-10,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-11,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-12,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-13,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-14,75
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-15,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-16,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-17,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-18,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-19,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-20,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-21,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-22,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-23,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-24,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-25,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-26,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-27,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-28,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-29,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-30,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-10-31,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-01,47
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-02,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-03,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-04,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-05,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-06,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-07,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-08,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-09,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-10,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-11,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-12,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-13,47
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-14,45
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-15,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-16,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-17,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-18,37
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-19,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-20,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-21,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-22,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-23,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-24,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-25,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-26,57
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-27,49
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-28,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-29,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-11-30,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-01,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-02,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-03,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-04,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-05,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-06,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-07,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-08,47
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-09,55
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-10,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-11,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-12,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-13,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-14,57
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-15,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-16,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-17,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-18,55
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-19,55
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-20,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-21,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-22,48
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-23,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-24,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-25,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-26,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-27,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-28,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-29,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-30,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-12-31,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-01,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-02,49
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-03,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-04,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-05,48
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-06,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-07,41
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-08,33
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-09,41
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-10,47
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-11,45
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-12,48
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-13,49
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-14,44
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-15,39
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-16,53
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-17,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-18,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-19,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-20,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-21,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-22,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-23,46
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-24,49
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-25,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-26,46
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-27,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-28,55
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-29,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-30,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-01-31,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-01,57
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-02,57
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-03,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-04,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-05,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-06,53
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-07,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-08,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-09,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-10,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-11,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-12,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-13,45
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-14,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-15,48
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-16,41
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-17,38
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2015-02-18,39
